dataset,graph_id,label,num_nodes_in_graph,cascade_size,num_valid_times,lifetime,mean_interarrival,median_interarrival,std_interarrival,burstiness,t25,t50,t75
gossipcop,1434,0,114,113,113,2958599.0,26416.0625,205.0,159527.58269688714,0.7158702307677226,7432.0,14109.0,41410.0
gossipcop,1435,0,68,67,67,233359.0,3535.742424242424,45.5,22478.243662727018,0.728166040189166,2960.0,7864.0,8045.0
gossipcop,1436,0,167,166,166,522620.0,3167.3939393939395,116.0,29956.04236163523,0.8087520925903737,5794.0,25798.0,32133.0
gossipcop,1437,0,13,12,12,51788.0,4708.0,94.0,9557.682868675955,0.33995448471132805,101.0,801.0,34273.0
gossipcop,1438,0,78,77,77,248700.0,3272.3684210526317,43.5,9598.790327900842,0.4915192198497745,1306.0,2470.0,17835.0
gossipcop,1439,0,55,54,54,454183.0,8569.490566037735,30.0,54535.89319892568,0.7284069898709473,4674.0,20130.0,20216.0
gossipcop,1440,0,81,80,80,275499.0,3487.3291139240505,240.0,17141.258897774827,0.6618935710048292,9832.0,14606.0,27758.0
gossipcop,1441,0,174,173,173,2576315.0,14978.57558139535,350.5,75228.80424891142,0.6679079780485314,12296.0,116074.0,132876.0
gossipcop,1442,0,191,190,190,3532287.0,18689.349206349205,75.0,163660.88037983744,0.7950169928630026,34186.0,36494.0,90673.0
gossipcop,1443,0,69,68,68,34019803.0,507758.25373134325,565.0,1689436.971037687,0.537812345478114,1137.0,7258.0,5939636.0
gossipcop,1444,0,114,113,113,232206.0,2073.2678571428573,48.5,15475.070701420618,0.7637077891763018,1629.0,25900.0,27322.0
gossipcop,1445,0,54,53,53,155201.0,2984.6346153846152,80.0,12771.047571676825,0.6211354633903956,8459.0,9678.0,9839.0
gossipcop,1446,0,70,69,69,670876.0,9865.823529411764,52.5,34961.031649513294,0.5598253105183212,2894.0,18490.0,24349.0
gossipcop,1447,0,66,65,65,166007.0,2593.859375,53.0,12444.345067222284,0.6550307072941096,6005.0,19009.0,19213.0
gossipcop,1448,0,68,67,67,2761324.0,41838.242424242424,89.5,236732.50845960635,0.6996221441662621,3055.0,3170.0,53276.0
gossipcop,1449,0,78,77,77,252543.0,3322.934210526316,85.5,15030.040400141388,0.6378860341696485,3616.0,12494.0,50475.0
gossipcop,1450,0,82,81,81,251922.0,3149.025,64.0,21629.8328859558,0.7458296896093173,2291.0,17925.0,18115.0
gossipcop,1451,0,34,33,33,466603.0,14581.34375,542.5,45552.77602038196,0.5150392553951777,1092.0,25372.0,35373.0
gossipcop,1452,0,58,57,57,55191.0,985.5535714285714,36.5,2657.687507963877,0.45896878633520255,2392.0,12794.0,12914.0
gossipcop,1453,0,85,84,84,103578840.0,1247937.8313253012,239.0,7247102.257057162,0.706196128954838,64645910.0,64648107.0,65238461.0
gossipcop,1454,0,72,71,71,1729462.0,24706.6,63.0,196904.59611383957,0.7770275109448129,3044.0,6495.0,16578.0
gossipcop,1455,0,128,127,127,448654.0,3560.746031746032,514.5,9486.639713960061,0.4541824544556174,21623.0,49178.0,72644.0
gossipcop,1456,0,77,76,76,100652.0,1342.0266666666666,48.0,5266.162666112352,0.593829232461689,5826.0,15441.0,15607.0
gossipcop,1457,0,45,44,44,30477.0,708.7674418604652,15.0,2826.845080422238,0.5990695035762219,743.0,1297.0,1384.0
gossipcop,1458,0,29,28,28,72797.0,2696.185185185185,311.0,5139.987563301261,0.31186172849342747,1227.0,4050.0,26524.0
gossipcop,1459,0,135,134,134,29851708.0,224448.93233082705,10.0,1884350.55547197,0.7871310822778271,1832.0,2480.0,9518.0
gossipcop,1460,0,114,113,113,703062.0,6277.339285714285,16.5,44575.202522485524,0.7531160070861165,5220.0,7583.0,7854.0
gossipcop,1461,0,93,92,92,2220616.0,24402.373626373625,269.0,156568.81837657976,0.7303175897081411,7116.0,14112.0,25589.0
gossipcop,1462,0,24,23,23,62080.0,2821.818181818182,196.5,6931.368057516519,0.4213545988822074,542.0,1613.0,17450.0
gossipcop,1463,0,89,88,88,2569814.0,29538.091954022988,58.0,248665.64530158948,0.7876513648205703,2461.0,8789.0,29024.0
gossipcop,1464,0,88,87,87,626361.0,7283.267441860465,66.5,31594.591023466386,0.6253256877121443,11395.0,11668.0,236405.0
gossipcop,1465,0,30,29,29,15081273.0,538616.8928571428,190.0,2732997.029994222,0.6707332187975817,666.0,2648.0,13251.0
gossipcop,1466,0,116,115,115,248755.0,2182.061403508772,31.0,11041.255001357478,0.6699676031792202,1324.0,5041.0,13518.0
gossipcop,1467,0,80,79,79,184887.0,2370.346153846154,86.0,7998.389281482005,0.5427897319532418,4427.0,5356.0,107117.0
gossipcop,1468,0,32,31,31,83085.0,2769.5,646.0,5395.023192721233,0.3215770389459996,572.0,2107.0,20383.0
gossipcop,1469,0,49,48,48,1793645.0,38162.65957446808,299.0,243594.76530398006,0.7291098213938343,765.0,5246.0,23485.0
gossipcop,1470,0,136,135,135,235657.0,1758.634328358209,153.0,14179.434944713379,0.779316515918332,15506.0,23480.0,38999.0
gossipcop,1471,0,52,51,51,2405082.0,48101.64,46.5,209105.3056379737,0.6259693541269723,1756.0,1922.0,4872.0
gossipcop,1472,0,55,54,54,86465.0,1631.4150943396226,22.0,5921.459931004274,0.5680015652674351,3091.0,6715.0,6857.0
gossipcop,1473,0,76,75,75,159615.0,2156.9594594594596,57.0,11036.363953275884,0.6730225748309369,3275.0,19166.0,23242.0
gossipcop,1474,0,21,20,20,196383.0,10335.947368421053,842.0,22498.23707824257,0.3704154653080583,491.0,2016.0,31507.0
gossipcop,1475,0,108,107,107,295739.0,2789.990566037736,123.0,11827.616877856037,0.6182698739521562,9585.0,22604.0,31618.0
gossipcop,1476,0,55,54,54,1208021.0,22792.849056603773,44.0,89105.53091729316,0.5926152092296464,12197.0,16747.0,16929.0
gossipcop,1477,0,41,40,40,277781.0,7122.589743589743,41.0,25543.18826325724,0.5639112136195381,1107.0,2310.0,6346.0
gossipcop,1478,0,89,88,88,59210.0,680.5747126436781,31.0,1773.485104767394,0.44534790243079303,755.0,6660.0,18009.0
gossipcop,1479,0,44,43,43,275491.0,6559.309523809524,17.0,21431.470619815253,0.531323565105885,5343.0,5496.0,5584.0
gossipcop,1480,0,114,113,113,105309.0,940.2589285714286,72.5,2289.6968948871804,0.41778836617981524,9525.0,24814.0,26510.0
gossipcop,1481,0,23,22,22,10648378.0,507065.61904761905,1268.0,2256996.384784232,0.6331011255574817,808.0,4042.0,11695.0
gossipcop,1482,0,52,51,51,55754.0,1115.08,27.0,4232.35724314477,0.5829478872596424,4349.0,6557.0,6732.0
gossipcop,1483,0,104,103,103,268412.0,2631.4901960784314,155.0,10180.546166581826,0.589215933893582,4423.0,29700.0,33336.0
gossipcop,1484,0,79,78,78,410877.0,5336.064935064935,420.0,18878.898375670662,0.5592754061535815,16120.0,18201.0,38698.0
gossipcop,1485,0,110,109,109,22853107.0,211602.84259259258,182.0,480609.9219359894,0.38861906790551437,6317.0,9231.0,53653.0
gossipcop,1486,0,34,33,33,274920.0,8591.25,484.0,24378.419643457204,0.4788391820174076,1065.0,5758.0,26537.0
gossipcop,1487,0,12,11,11,269547.0,26954.7,1137.0,64516.83741171756,0.41064290023517,384.0,6267.0,24991.0
gossipcop,1488,0,31,30,30,442933.0,15273.551724137931,353.0,68504.63957133888,0.6353812015284568,1415.0,2538.0,11033.0
gossipcop,1489,0,56,55,55,83752.0,1550.962962962963,7.5,7699.110487252703,0.6646593194507439,18628.0,18728.0,28561.0
gossipcop,1490,0,39,38,38,4236496.0,114499.8918918919,1226.0,678915.2086196946,0.7113745583665764,3581.0,13893.0,33744.0
gossipcop,1491,0,31,30,30,90422.0,3118.0,428.0,5894.493023153052,0.3080715864101369,924.0,3290.0,47839.0
gossipcop,1492,0,108,107,107,6990376.0,65946.94339622642,243.0,428310.05320537277,0.7331471527983909,4562.0,17338.0,36216.0
gossipcop,1493,0,41,40,40,2011359.0,51573.307692307695,815.0,123112.17154102333,0.40952953939096276,1302.0,10040.0,308358.0
gossipcop,1494,0,132,131,131,15041386.0,115702.96923076923,93.5,1295292.6279071337,0.8359981144300325,7349.0,34862.0,53008.0
gossipcop,1495,0,127,126,126,1487602.0,11900.816,44.0,116137.96438225592,0.8141060706065697,1466.0,3194.0,8512.0
gossipcop,1496,0,42,41,41,127152.0,3178.8,464.0,11434.359516824718,0.564940080707376,1316.0,5813.0,19841.0
gossipcop,1497,0,29,28,28,943024.0,34926.81481481482,729.0,156225.7623370119,0.6345661111639264,3550.0,6066.0,15225.0
gossipcop,1498,0,108,107,107,2527305.0,23842.5,628.5,233965.27655794332,0.8150366112432508,5462.0,13697.0,50382.0
gossipcop,1499,0,76,75,75,243347.0,3288.472972972973,92.5,16035.835035204638,0.6596542580897214,3243.0,17038.0,17221.0
gossipcop,1500,0,177,176,176,2969317.0,16967.525714285715,185.0,79732.91962250811,0.6490703707684023,3151.0,61993.0,72373.0
gossipcop,1501,0,124,123,123,4651592.0,38127.80327868852,203.5,316584.5705642307,0.7850212956169776,10712.0,24168.0,44947.0
gossipcop,1502,0,27,26,26,72864.0,2914.56,1245.0,4631.547059719895,0.2275328253537431,1028.0,8004.0,38201.0
gossipcop,1503,0,58,57,57,22343552.0,398992.0,237.5,2472492.2397022443,0.7221005120046398,4059.0,6844.0,22290.0
gossipcop,1504,0,67,66,66,122025.0,1877.3076923076924,60.0,7021.891778678968,0.5780951537431819,1231.0,2677.0,9154.0
gossipcop,1505,0,72,71,71,178109.0,2544.4142857142856,77.0,10716.134624938039,0.6162429922232958,4639.0,13686.0,35619.0
gossipcop,1506,0,94,93,93,34032562.0,369919.152173913,84.5,3443059.5853810683,0.8059684159628341,12808.0,13047.0,33575848.0
gossipcop,1507,0,23,22,22,25846.0,1230.7619047619048,186.0,2765.873338434542,0.3841009599977602,157.0,763.0,3581.0
gossipcop,1508,0,23,22,22,109018.0,5191.333333333333,618.0,11010.897685532722,0.3591829017511863,1367.0,6070.0,10382.0
gossipcop,1509,0,41,40,40,766858.0,19663.02564102564,199.0,93241.87247937957,0.6516887049478333,3263.0,3983.0,9845.0
gossipcop,1510,0,33,32,32,80102671.0,2583957.129032258,854.0,14120017.102157699,0.6906176825623392,79926465.0,79930342.0,79964831.0
gossipcop,1511,0,103,102,102,649097.0,6426.702970297029,70.0,57791.09910353792,0.799846685412625,3647.0,9580.0,11940.0
gossipcop,1512,0,80,79,79,7551614.0,96815.56410256411,28.5,595484.0931981219,0.7203073464457479,2035.0,2205.0,4673.0
gossipcop,1513,0,118,117,117,1576883.0,13593.818965517241,164.0,57921.27920938651,0.61983359283739,8474.0,23979.0,31140.0
gossipcop,1514,0,86,85,85,15400052.0,183333.95238095237,174.0,1608675.0518745447,0.7953872419774812,5923.0,9636.0,18192.0
gossipcop,1515,0,52,51,51,552013.0,11040.26,826.5,40604.191182590985,0.5724512606023547,30997.0,282443.0,539011.0
gossipcop,1516,0,67,66,66,32027.0,492.7230769230769,145.0,620.7363743092011,0.11496898000591797,1714.0,1891.0,13709.0
gossipcop,1517,0,101,100,100,2328827.0,23523.50505050505,124.0,92995.312419647,0.5962282219945988,3216.0,7407.0,29645.0
gossipcop,1518,0,19,18,18,669239.0,39367.0,230.0,155454.25047979644,0.5958654417518742,665.0,1573.0,4028.0
gossipcop,1519,0,55,54,54,181217.0,3419.188679245283,443.0,8801.514072271892,0.44042683162049784,1379.0,26345.0,46420.0
gossipcop,1520,0,46,45,45,37906.0,861.5,7.0,2170.8797912786,0.43179940555087964,11407.0,11479.0,11597.0
gossipcop,1521,0,55,54,54,274466.0,5178.603773584906,64.0,23905.465262342044,0.643887258884726,15876.0,16045.0,16564.0
gossipcop,1522,0,65,64,64,2687772.0,42663.04761904762,65.0,230601.82270066894,0.6877531490298596,2777.0,13210.0,13344.0
gossipcop,1523,0,3,2,2,2831.0,2831.0,2831.0,0.0,-1.0,0.0,0.0,2831.0
gossipcop,1524,0,62,61,61,484556.0,8075.933333333333,39.5,49689.777625069815,0.7203900653400153,1890.0,8414.0,8595.0
gossipcop,1525,0,85,84,84,2350030.0,28313.614457831325,149.0,135905.051928834,0.6551717891659798,4875.0,25080.0,25294.0
gossipcop,1526,0,56,55,55,33771.0,625.3888888888889,27.0,1750.144538122777,0.47347498311096786,1611.0,11375.0,11543.0
gossipcop,1527,0,139,138,138,239685.0,1749.5255474452554,342.0,5158.22808947704,0.4934603521196958,3371.0,12664.0,56549.0
gossipcop,1528,0,118,117,117,553809.0,4774.2155172413795,52.0,27400.364910043667,0.7032305967108932,192365.0,195432.0,201816.0
gossipcop,1529,0,84,83,83,354376.0,4321.658536585366,331.5,27501.353684296497,0.7283941251953798,20540.0,21220.0,35435.0
gossipcop,1530,0,73,72,72,414978.0,5844.760563380281,146.0,21444.724990085942,0.5716474352783907,1191.0,3003.0,8318.0
gossipcop,1531,0,58,57,57,68326.0,1220.107142857143,125.0,2775.2089926357116,0.38923123904104634,1092.0,8253.0,25739.0
gossipcop,1532,0,193,192,192,17838129.0,93393.34554973822,140.0,1246756.423766668,0.8606225249027546,10484.0,25407.0,36736.0
gossipcop,1533,0,91,90,90,178830.0,2009.3258426966293,17.0,6399.716956127485,0.5221035519101876,728.0,1092.0,5201.0
gossipcop,1534,0,66,65,65,31582148.0,493471.0625,82.5,3730610.3256003894,0.7663534306464115,7614.0,7711.0,74726.0
gossipcop,1535,0,46,45,45,284193.0,6458.931818181818,838.0,19383.711293714587,0.5001338067305885,91723.0,100112.0,120306.0
gossipcop,1536,0,46,45,45,67190.0,1527.0454545454545,17.5,6171.718955167211,0.6033011602176181,2456.0,15488.0,15565.0
gossipcop,1537,0,87,86,86,174039.0,2047.5176470588235,24.0,7837.384744793627,0.5857283024369622,2540.0,4682.0,30369.0
gossipcop,1538,0,77,76,76,2795895.0,37278.6,46.0,291433.3021840846,0.7731837529927754,6399.0,9800.0,19772.0
gossipcop,1539,0,34,33,33,57004.0,1781.375,596.0,2570.3654500625003,0.1813045743688985,1455.0,9357.0,33331.0
gossipcop,1540,0,128,127,127,28399157.0,225390.1349206349,8.0,2448389.1627550004,0.8314070760316152,13639.0,13871.0,229343.0
gossipcop,1541,0,71,70,70,383265.0,5554.565217391304,121.0,23911.88406464679,0.6229905297224115,9943.0,14585.0,25048.0
gossipcop,1542,0,177,176,176,2377288.0,13584.502857142857,69.0,143095.2816005525,0.8265953338631153,2316.0,11893.0,35520.0
gossipcop,1543,0,118,117,117,18123881.0,156240.35344827586,385.0,1452708.8370234726,0.8057858453535555,12000.0,31178.0,82537.0
gossipcop,1544,0,74,73,73,253836.0,3525.5,60.0,18085.889633449977,0.6737368526692746,2382.0,26787.0,37509.0
gossipcop,1545,0,75,74,74,74763.0,1024.150684931507,260.0,2278.5810813787907,0.3798160084458484,4978.0,5511.0,19809.0
gossipcop,1546,0,70,69,69,2501736.0,36790.23529411765,103.0,264472.842958743,0.7557600784837077,3681.0,24020.0,24204.0
gossipcop,1547,0,86,85,85,186732.0,2223.0,91.5,8487.160128548245,0.5848801561660075,2266.0,12386.0,17341.0
gossipcop,1548,0,52,51,51,14968679.0,299373.58,28.0,2076261.978681381,0.7479633785527523,4207.0,4326.0,5337.0
gossipcop,1549,0,48,47,47,49045907.0,1066215.3695652173,354.5,7140487.918671833,0.7401598834227479,30465.0,34561.0,37565.0
gossipcop,1550,0,35,34,34,64214.0,1945.878787878788,349.0,4814.343045006722,0.42431510800046757,1667.0,3994.0,10147.0
gossipcop,1551,0,113,112,112,911690.0,8213.423423423423,212.0,58174.59546676378,0.7525630810881917,11830.0,14722.0,29044.0
gossipcop,1552,0,17,16,16,1383449.0,92229.93333333333,813.0,247559.25872336552,0.4571343910318172,343.0,3836.0,17603.0
gossipcop,1553,0,91,90,90,1976132.0,22203.73033707865,49.0,182723.04965612618,0.7833008420098642,2581.0,7458.0,31134.0
gossipcop,1554,0,51,50,50,61660.0,1258.3673469387754,36.0,4753.022439883471,0.5813389610178725,4025.0,4798.0,4949.0
gossipcop,1555,0,82,81,81,2417454.0,30218.175,106.0,230904.38377084653,0.7685517854738965,8126.0,8332.0,37339.0
gossipcop,1556,0,51,50,50,159855.0,3262.3469387755104,81.0,11229.98465943129,0.5497830122546775,17388.0,42372.0,43067.0
gossipcop,1557,0,28,27,27,92911.0,3573.5,1007.0,11613.755339947276,0.5294080569514669,7190.0,14189.0,26264.0
gossipcop,1558,0,84,83,83,287005.0,3500.060975609756,153.0,18343.000944300893,0.6795265253156346,2728.0,8701.0,13745.0
gossipcop,1559,0,65,64,64,3117376.0,49482.15873015873,43.0,378745.04952281335,0.7688976422958742,3636.0,20094.0,20234.0
gossipcop,1560,0,88,87,87,703460.0,8179.767441860465,171.5,44157.16924663706,0.6874189450351154,4294.0,23838.0,30668.0
gossipcop,1561,0,66,65,65,3498452.0,54663.3125,332.0,266550.17329446366,0.6596449718491728,4064.0,23057.0,38095.0
gossipcop,1562,0,71,70,70,226621.0,3284.3623188405795,472.0,15457.865841569834,0.6495227471642667,7861.0,8004.0,28339.0
gossipcop,1563,0,37,36,36,54700.0,1562.857142857143,194.0,4700.81875630106,0.5009776469861154,609.0,1138.0,11921.0
gossipcop,1564,0,93,92,92,2074973.0,22801.9010989011,79.0,176270.68499945482,0.77091872320747,2411.0,17924.0,18176.0
gossipcop,1565,0,38,37,37,498206.0,13839.055555555555,1296.0,58507.11896235099,0.6174212210175613,1574.0,26272.0,53825.0
gossipcop,1566,0,61,60,60,670116.0,11357.898305084746,40.0,71158.62767983791,0.724712155061883,7610.0,7789.0,21282.0
gossipcop,1567,0,164,163,163,2073323.0,12798.29012345679,181.0,133256.80491959423,0.8247470912304101,17863.0,31159.0,38769.0
gossipcop,1568,0,77,76,76,155339.0,2071.1866666666665,213.0,4895.42908080135,0.4053966109959691,3162.0,17230.0,36159.0
gossipcop,1569,0,35,34,34,100833.0,3055.5454545454545,189.0,8161.8101233953075,0.45521109082888156,736.0,2707.0,18143.0
gossipcop,1570,0,77,76,76,238763.0,3183.5066666666667,48.0,11906.141788027817,0.5780542301929827,9941.0,22959.0,48576.0
gossipcop,1571,0,33,32,32,122877.0,3963.7741935483873,360.0,13821.021349471965,0.5542513621862838,1073.0,4195.0,11024.0
gossipcop,1572,0,31,30,30,186566.0,6433.310344827586,410.0,17077.495748546306,0.45273587649206953,459.0,5463.0,66974.0
gossipcop,1573,0,29,28,28,66548.0,2464.740740740741,186.0,7076.98641970129,0.4833763952172032,258.0,2015.0,4314.0
gossipcop,1574,0,88,87,87,1908524.0,22192.13953488372,63.5,191510.84584030457,0.7923085679320574,3276.0,12946.0,25908.0
gossipcop,1575,0,80,79,79,66040.0,846.6666666666666,88.5,2704.9644846555498,0.5232237636211373,2584.0,18275.0,18485.0
gossipcop,1576,0,79,78,78,192688.0,2502.4415584415583,163.0,9515.471859772224,0.5835480800437494,7008.0,8298.0,19779.0
gossipcop,1577,0,95,94,94,296921.0,3192.6989247311826,73.0,14779.396164411537,0.6447048706458323,1381.0,1764.0,17038.0
gossipcop,1578,0,91,90,90,212290901.0,2385291.0224719103,153.0,9813904.904296458,0.6089429111900843,36889850.0,212157129.0,212165283.0
gossipcop,1579,0,38,37,37,299452.0,8318.111111111111,321.5,27749.774742607045,0.5387524988380422,1402.0,7491.0,30445.0
gossipcop,1580,0,38,37,37,1759029.0,48861.916666666664,799.0,253719.20583210955,0.6770326168192182,335.0,3893.0,27891.0
gossipcop,1581,0,44,43,43,244974.0,5832.714285714285,375.5,16940.5976960472,0.48775880378000835,1542.0,3540.0,29066.0
gossipcop,1582,0,115,114,114,617855.0,5467.743362831859,39.0,40712.60880483096,0.7632004475418195,785.0,4033.0,25671.0
gossipcop,1583,0,47,46,46,201319.0,4473.7555555555555,17.0,16647.11497748424,0.5763663672330958,3265.0,3414.0,3519.0
gossipcop,1584,0,61,60,60,48492.0,821.8983050847457,15.0,2680.4557713569006,0.5306595009264251,433.0,1688.0,3562.0
gossipcop,1585,0,76,75,75,5812615.0,78548.85135135135,51.0,657401.7447027819,0.7865377057305253,885.0,5199.0,11614.0
gossipcop,1586,0,119,118,118,2576917.0,22024.931623931625,24.0,107021.94019581862,0.658652219719118,2229.0,4083.0,15950.0
gossipcop,1587,0,161,160,160,4351103.0,27365.427672955975,198.0,189552.99426110814,0.7476892240966594,42979.0,61075.0,72649.0
gossipcop,1588,0,71,70,70,54022.0,782.927536231884,22.0,3009.969292148433,0.5871611743437704,1016.0,2492.0,5098.0
gossipcop,1589,0,132,131,131,1482774.0,11405.953846153847,184.0,85466.53910416651,0.7645161490372046,93740.0,152796.0,188655.0
gossipcop,1590,0,72,71,71,138680.0,1981.142857142857,46.0,6379.999655812158,0.5261071428759377,1839.0,17400.0,17568.0
gossipcop,1591,0,46,45,45,497619.0,11309.522727272728,30.0,57194.526933602436,0.6698144771510652,3042.0,3221.0,3335.0
gossipcop,1592,0,95,94,94,632481.0,6800.870967741936,425.0,42892.243243714525,0.7262851775075899,15080.0,15366.0,38507.0
gossipcop,1593,0,78,77,77,173394.0,2281.5,140.0,6429.498504017082,0.47617945314813565,1132.0,6289.0,52228.0
gossipcop,1594,0,96,95,95,176939.0,1882.3297872340424,186.0,9219.175277403923,0.6608874605246279,4381.0,27678.0,38132.0
gossipcop,1595,0,141,140,140,715099.0,5144.597122302158,106.0,36159.59548456638,0.7508922558410376,4064.0,12202.0,29215.0
gossipcop,1596,0,22,21,21,699289.0,34964.45,1344.5,118438.28341818998,0.5441482792267633,424.0,2593.0,110018.0
gossipcop,1597,0,114,113,113,264306.0,2359.875,106.5,12505.482784794978,0.6825000737736973,1197.0,7544.0,23085.0
gossipcop,1598,0,41,40,40,237888.0,6099.692307692308,11.0,28644.978675873066,0.6488847276419724,9499.0,9608.0,9724.0
gossipcop,1599,0,108,107,107,158020148.0,1490756.1132075472,225.0,10350323.812092002,0.7482060550875245,149582005.0,149601791.0,149624637.0
gossipcop,1600,0,192,191,191,26468684.0,139308.86315789472,151.0,1272631.7227670518,0.8026703608542636,8999.0,30019.0,60965.0
gossipcop,1601,0,54,53,53,210291.0,4044.0576923076924,58.0,14890.248291071191,0.5728327517409204,6853.0,16022.0,16137.0
gossipcop,1602,0,192,191,191,1171316.0,6164.821052631579,362.5,70160.43361422732,0.8384592077801897,13910.0,39555.0,70140.0
gossipcop,1603,0,75,74,74,287747.0,3941.7397260273974,41.0,14745.662323904397,0.5781393566109118,1454.0,13185.0,13370.0
gossipcop,1604,0,56,55,55,557541.0,10324.833333333334,170.5,31541.12826004591,0.5067671712111769,1571.0,2906.0,22882.0
gossipcop,1605,0,64,63,63,398307.0,6424.306451612903,87.0,21049.65375210497,0.532334879720504,10643.0,16633.0,36303.0
gossipcop,1606,0,68,67,67,160196.0,2427.212121212121,221.0,15367.433848115848,0.7271974811529464,8582.0,8700.0,13782.0
gossipcop,1607,0,125,124,124,2487101.0,20220.333333333332,76.0,137016.64447058365,0.7428043502775895,9314.0,9494.0,109021.0
gossipcop,1608,0,80,79,79,94764139.0,1214924.858974359,86.0,10639932.490281124,0.7950334072892643,94632185.0,94651519.0,94651696.0
gossipcop,1609,0,52,51,51,229076.0,4581.52,28.0,24339.26599981191,0.6831676704754983,5768.0,5905.0,222115.0
gossipcop,1610,0,95,94,94,1217315.0,13089.408602150537,53.0,110176.243765154,0.7876227748643722,9100.0,9348.0,43595.0
gossipcop,1611,0,100,99,99,279506.0,2852.1020408163267,58.5,13803.649526661193,0.6575234651811905,1965.0,7675.0,15895.0
gossipcop,1612,0,46,45,45,2717204.0,61754.63636363636,24.0,375906.0904188155,0.7177967654642554,13396.0,13525.0,13620.0
gossipcop,1613,0,56,55,55,84662.0,1567.8148148148148,55.0,3687.876489626989,0.40338397976692847,185.0,1968.0,10490.0
gossipcop,1614,0,55,54,54,19027125.0,359002.358490566,47.0,2313209.728160795,0.7313069869836238,13781.0,13880.0,64597.0
gossipcop,1615,0,189,188,188,8111183.0,43375.310160427805,70.0,497945.81683958636,0.8397427774496351,15965.0,16241.0,36453.0
gossipcop,1616,0,48,47,47,271323.0,5898.326086956522,95.5,22425.427397463016,0.5835067488353123,260.0,736.0,5125.0
gossipcop,1617,0,57,56,56,1287391.0,23407.109090909093,1502.0,56367.08081775543,0.41316585934101036,2020.0,13963.0,135314.0
gossipcop,1618,0,76,75,75,947861.0,12808.932432432432,204.0,103629.92299750303,0.7799886921743245,8436.0,12107.0,23888.0
gossipcop,1619,0,84,83,83,45030.0,549.1463414634146,314.0,586.9124695189727,0.03324311003133759,8856.0,11760.0,23154.0
gossipcop,1620,0,64,63,63,2129533.0,34347.3064516129,492.0,228926.8802700554,0.7390757758722116,4142.0,15121.0,28503.0
gossipcop,1621,0,21,20,20,30310.0,1595.2631578947369,255.0,3555.5463099679732,0.3805776867313714,830.0,1558.0,4080.0
gossipcop,1622,0,82,81,81,2273827.0,28422.8375,52.0,216402.2898172778,0.7678111081860826,3086.0,20518.0,20731.0
gossipcop,1623,0,77,76,76,474450.0,6326.0,470.0,32901.73857047679,0.6774731233290611,6716.0,18401.0,118678.0
gossipcop,1624,0,74,73,73,349674.0,4856.583333333333,91.5,22814.12972671761,0.6489730262611172,2502.0,9101.0,28789.0
gossipcop,1625,0,78,77,77,291718.0,3838.3947368421054,112.5,24077.175367139153,0.72499972434418,2482.0,12713.0,12952.0
gossipcop,1626,0,48,47,47,241803.0,5256.586956521739,12.0,25279.06666856478,0.6557082405334073,16941.0,17056.0,32709.0
gossipcop,1627,0,47,46,46,270632.0,6014.044444444445,59.0,25291.983282328423,0.6157900007670892,886.0,1668.0,3104.0
gossipcop,1628,0,115,114,114,225336.0,1994.1238938053098,40.0,11941.984060954192,0.7138191092837695,1195.0,4754.0,8170.0
gossipcop,1629,0,70,69,69,60695.0,892.5735294117648,43.5,2919.0685022904163,0.5316593100883796,997.0,1723.0,6689.0
gossipcop,1630,0,132,131,131,7671983.0,59015.25384615385,65.0,265861.7579948795,0.6366917221275674,1224.0,2781.0,19607.0
gossipcop,1631,0,143,142,142,247388.0,1754.5248226950355,306.0,10530.418454693247,0.7143617543722125,21639.0,26158.0,56007.0
gossipcop,1632,0,89,88,88,1285855.0,14779.942528735632,64.0,107881.11685185501,0.7590116602062489,1518.0,3061.0,6162.0
gossipcop,1633,0,157,156,156,277958.0,1793.2774193548387,44.0,7417.7752281894955,0.6106248681939894,1356.0,3238.0,27909.0
gossipcop,1634,0,139,138,138,201161.0,1468.3284671532847,293.0,4321.124608803831,0.4927574512172586,10841.0,46388.0,80809.0
gossipcop,1635,0,38,37,37,313495.0,8708.194444444445,883.0,19512.276014543946,0.3828455512745832,1426.0,7877.0,43384.0
gossipcop,1636,0,59,58,58,77846.0,1365.719298245614,69.0,4525.986815938446,0.5363925926455508,8959.0,9069.0,16737.0
gossipcop,1637,0,26,25,25,123460.0,5144.166666666667,276.5,14953.08006918827,0.4880724972651003,595.0,2180.0,5195.0
gossipcop,1638,0,89,88,88,4539464.0,52177.747126436785,206.0,346327.67606164236,0.7381328128033484,2445.0,10379.0,26558.0
gossipcop,1639,0,65,64,64,114543.0,1818.142857142857,159.0,5231.822784294065,0.4842122785800461,574.0,5885.0,31957.0
gossipcop,1640,0,35,34,34,3858804.0,116933.45454545454,561.0,587427.7101659348,0.6679730217853,2971.0,10645.0,47287.0
gossipcop,1641,0,44,43,43,82696.0,1968.952380952381,90.0,5249.762797146539,0.4544867521782698,372.0,1302.0,4212.0
gossipcop,1642,0,107,106,106,995431.0,9480.295238095237,117.0,60215.65280618271,0.7279527575384329,5006.0,15252.0,19059.0
gossipcop,1643,0,78,77,77,246347.0,3241.407894736842,65.5,15003.070877041027,0.6446697178599664,1751.0,12476.0,197150.0
gossipcop,1644,0,34,33,33,1401701.0,43803.15625,28.5,239318.19310140074,0.6905697408524781,191.0,574.0,884.0
